Index,energy,temp,feelslike,dew,humidity,response
4242,152.8,29.8,34.9,24.1,71.41,1
4243,124.1,28,32.7,25,83.72,1
4244,101.1,27.3,31.1,24.7,85.86,1
4245,64.5,27.1,30.6,24.8,87.31,1
4246,54,27.1,30.3,24.1,83.64,1
4247,34.4,26.8,29.7,24.1,85.03,1
4248,24.6,26.1,26.1,24.1,88.7,1
4249,24.7,26,26,24,88.74,2
4250,17.5,25,25,23.9,93.5,2
4251,16,24.2,24.2,23.8,97.59,2
4252,16.7,24,24,24,99.94,2
4253,17.1,24,24,23,94.1,2
4254,15.6,24.8,24.8,23.7,93.84,2
4255,17.8,25,25,23,88.68,2
4256,15.8,24,24,23,94.12,2
4257,84.4,25.1,25.1,23.7,92.27,2
4258,178,28,32,24,78.92,1
4259,192.8,29,34.6,25,79,1
4260,194.4,31,36.4,23.9,65.92,1
4261,197.4,32,37.9,24,62.72,1
4262,230.8,33,39.3,24,59.26,2
4263,176.9,33.9,40.5,24,56.4,1
4264,268.8,29,35.7,26,83.76,2
4265,237.8,33,39.3,24,59.28,2
4266,212,32.7,39.8,24.7,62.86,2
4267,152.1,31,36.6,24,66.35,1
4268,130.5,30,35.1,24,70.3,1
4269,105.4,28.2,32.3,24.1,78.4,1
4270,78.2,28,32.7,25,83.74,1
4271,40,28.1,32.6,24.8,82.35,1
4272,27.9,27.1,30.8,25.1,88.77,1
4273,22.1,27.3,30.8,24.2,83.11,1
4274,19.7,27,30.1,24.1,83.94,1
4275,18.7,26.7,29.6,24,85.06,1
4276,22.4,26,26,24,88.74,2
4277,19.8,25,25,23.9,93.51,2
4278,18.2,25.1,25.1,23.9,93.2,2
4279,19.6,24,24,24,99.94,2
4280,28,25,25,24,94.17,2
4281,97.3,25.2,25.2,24.2,94.17,2
4282,174.1,27.1,30.3,24.2,84.25,1
4283,198.2,28,32.7,25,83.74,1
4284,183.7,29.1,34.7,25,78.77,1
4285,185.9,30.8,36.4,24.2,67.91,1
4286,190.6,31,36.6,24,66.38,1
4287,227.7,29.8,36.1,25.2,76.33,2
4288,216.3,31,37.8,25,70.44,2
4289,212.2,30,36.2,25,74.59,2
4290,167.1,30.1,35.3,24.1,70.32,1
4291,138.4,29,33.8,24.2,75.23,1
4292,133.8,28,32.5,24.7,82.37,1
4293,80.2,27,30.5,24.7,87.31,1
4294,66,27,30.7,25,88.79,1
4295,38.6,26.1,26.1,24.8,92.59,1
4296,26.2,26,26,24.8,92.9,2
4297,20.2,26,26,24,88.74,2
4298,14,26,26,24,88.76,2
4299,13.6,26,26,24,88.75,2
4300,17.2,25.8,25.8,24.1,90.24,2
4301,15,25.8,25.8,23.9,89.33,2
4302,14.7,25.2,25.2,23.9,92.6,2
4303,13.9,25,25,24,94.17,2
4304,17.9,25,25,24,94.17,2
4305,49.3,26.1,26.1,24.1,88.79,1
4306,86.3,29,34.5,25,79.1,1
4307,109,30,36.2,25,74.61,1
4308,118.4,30.8,36.4,24.2,67.93,1
4309,114.9,31,37.8,25,70.45,1
4310,110.1,30,37.1,25.8,78.17,1
4311,106.6,30.9,36.6,24.2,67.56,1
4312,102.5,31,37.8,25,70.48,1
4313,80.5,33,40.6,25,62.96,1
4314,79.5,32.2,37.8,23.7,61.09,1
4315,78.9,33,39.3,24,59.31,1
4316,88.7,31,37.7,25,70.48,1
4317,86.6,29.2,34,24.2,74.51,1
4318,67.4,28,32.7,25,83.79,1
4319,39.2,27.1,30.8,25.1,88.82,1
4320,31.5,27,30.5,24.8,87.63,1
4321,35.5,26.8,30.1,24.9,89.41,1
4322,24.2,26,26,25,94.21,2
4323,22.7,26.1,26.1,24.9,93.27,1
4324,24.6,26,26,25,94.23,2
4325,20,26,26,24,88.78,2
4326,17.8,24.8,24.8,24.1,95.76,2
4327,15.8,25,25,24,94.17,2
4328,31.2,25,25,24,94.17,2
4329,75.5,25,25,24,94.14,2
4330,151,26,26,25,94.18,2
4331,162.9,27,30.6,25,88.77,1
4332,183.3,29.7,35.8,25,75.85,1
4333,178.3,29,34.6,25,79.02,1
4334,154.3,31,36.6,24,66.38,1
4335,133.5,31.9,38.9,24.9,66.54,1
4336,164.3,32,37.9,24,62.72,1
4337,169.4,31,36.6,24,66.38,1
4338,154,31,36.6,24.1,66.63,1
4339,109.6,31,36.6,24,66.44,1
4340,94.4,29,34.6,25,79.04,1
4341,74.9,28.1,32.6,24.8,82.36,1
4342,60.1,27,30.6,25,88.79,1
4343,34,27,30.6,25,88.79,1
4344,24.9,27.9,32.4,24.9,83.78,1
4345,21.5,25,25,24,94.14,2
4346,15.6,25.1,25.1,24.1,94.14,2
4347,15.9,24.8,24.8,23.9,94.8,2
4348,14.5,24,24,23,94.15,2
4349,10.9,24.1,24.1,23.8,98.3,2
4350,11.1,24.1,24.1,23.8,98.29,2
4351,13,24,24,24,99.97,2
4352,17.4,24.1,24.1,23.7,97.96,2
4353,33.8,25,25,23.9,93.55,2
4354,70.2,27.1,30.6,24.8,87.36,1
4355,77.7,29.1,33.8,24.2,75,1
4356,59.2,29.8,34.7,23.9,70.74,1
4357,69.7,31,36.6,24,66.38,1
4358,72.4,32,37.8,23.9,62.31,1
4359,90.6,31.8,38.5,24.7,66.3,1
4360,104.7,31,37.8,25,70.42,1
4361,90.5,30,35.2,24,70.26,1
4362,80.7,29.2,33.8,23.9,73.21,1
4363,89,29.1,33.9,24.2,74.94,1
4364,77.9,28.8,34,24.8,79.01,1
4365,66.3,27.7,32.1,24.9,84.58,1
4366,51.5,26.8,30.1,24.9,89.38,1
4367,24,26.1,26.1,24.8,92.6,1
4368,14.5,26.1,26.1,24.8,92.62,1
4369,19,26,26,25,94.18,2
4370,19,26.7,29.9,24.8,89.12,1
4371,21,26.8,30,24.8,88.8,1
4372,22,27,30.1,24,83.68,1
4373,18.6,27,30.1,24,83.7,1
4374,18.7,26.7,29.6,24.2,85.97,1
4375,19.9,27,30.1,24,83.7,1
4376,24.5,26,26,25,94.21,2
4377,38.6,26.2,26.2,24.8,92.02,1
4378,57.1,27.7,32,24.8,84.04,1
4379,77.3,29.1,33.9,24.2,74.96,1
4380,87.7,30.2,35.1,23.8,68.67,1
4381,93.6,30,35.1,24,70.28,1
4382,96.3,31,36.6,24,66.37,1
4383,109.4,31.2,36.5,23.7,64.63,1
4384,109.6,32,36.8,23,59.05,1
4385,100.9,32,37.9,24,62.72,1
4386,103.4,31.7,37.3,23.8,62.87,1
4387,95.7,31,36.6,24,66.37,1
4388,81.6,29.8,33.9,23,67.05,1
4389,67.9,29.2,33.7,23.8,72.71,1
4390,62,29,33.6,24,74.43,1
4391,32.2,28.1,32,23.9,78.1,1
4392,28.1,28.2,32.1,23.8,77.09,1
4393,18,28,32,24,78.92,1
4394,17.4,27.1,30.6,24.8,87.3,1
4395,14.7,26.7,29.6,24.2,85.93,1
4396,13.5,26.1,26.1,24.1,88.74,1
4397,11.7,27,30.1,24,83.68,1
4398,13.2,26.7,29.6,24.2,85.95,1
4399,12.5,26,26,24,88.74,2
4400,29.9,26,26,24,88.74,2
4401,97.4,26.1,26.1,24.8,92.62,1
4402,143.9,28.8,33.4,24.2,76.21,1
4403,171.9,30.1,36,24.8,73.39,1
4404,156.5,31.1,37.9,25.1,70.45,1
4405,139.9,31.8,39.1,25.2,68.1,1
4406,135,31,37.8,25,70.46,1
4407,144.4,31.1,37.7,24.9,69.75,1
4408,161,30.1,37.3,25.8,77.85,1
4409,155,31,39.1,26,74.74,1
4410,136.6,30.7,37.6,25.2,72.33,1
4411,125.2,29.8,35.9,25.1,75.83,1
4412,110.2,30,37.5,26,79.15,1
4413,96.6,28.8,35.1,25.9,84.38,1
4414,90.4,28.3,34,25.8,86.22,1
4415,45.4,28,33.6,26,88.87,1
4416,27.7,28,32.8,25.1,84.07,1
4417,20.4,27.7,32,24.8,84.06,1
4418,19.6,26.8,29.7,24,84.81,1
4419,18.5,26.1,26.1,24.2,89.35,1
4420,19.8,26,26,24,88.74,2
4421,18.6,26,26,24,88.76,2
4422,20.8,25.8,25.8,24.1,90.26,2
4423,18.1,25.3,25.3,23.9,91.98,2
4424,24.3,25,25,24,94.17,2
4425,81.6,26.2,26.2,24,87.88,1
4426,124.9,29,34.3,24.7,77.76,1
4427,141.9,30,35.1,24,70.31,1
4428,144.1,30.7,36.2,24,67.49,1
4429,137.4,33,39.3,24,59.31,1
4430,141,32.8,38.8,23.9,59.62,1
4431,106.8,32.1,39.4,25.1,66.55,1
4432,161.8,33.1,39.6,24.2,59.69,1
4433,184.6,33,40.6,25,62.9,1
4434,175.9,32.1,39.6,25.2,66.72,1
4435,125.6,31,37.7,25,70.57,1
4436,94,30,36.2,25,74.69,1
4437,76,27,30.7,25.1,89.15,1
4438,75.9,27,31.2,26,94.25,1
4439,47.4,27,30.6,25,88.84,1
4440,29.5,26.1,26.1,24.8,92.64,1
4441,22,24,24,23,94.12,2
4442,18.7,25,25,24,94.19,2
4443,19.3,24.9,24.9,23.9,94.2,2
4444,18.3,25,25,23,88.7,2
4445,18.2,24,24,23,94.15,2
4446,17.1,24,24,23.1,94.48,2
4447,15.7,24.1,24.1,23.7,97.98,2
4448,25.6,24.1,24.1,23.1,94.16,2
4449,70.2,25.1,25.1,23.2,89.32,2
4450,128.1,27.1,30.3,24.2,84.27,1
4451,131.8,28.1,32.7,24.9,82.94,1
4452,160.6,30.7,37.5,25.2,72.33,1
4453,155.8,31,37.6,24.9,69.99,1
4454,149.3,31,37.8,25,70.46,1
4455,160.4,32.1,39.3,25,66.34,1
4456,179.6,32.1,39.5,25.2,67.04,1
4457,158.5,31,37.7,25,70.55,1
4458,123.4,29.8,35.6,24.8,74.66,1
4459,110.9,26.8,30.5,25.8,94.24,1
4460,90.1,27,31.2,26,94.25,1
4461,82.5,25.8,25.8,24.8,94.2,2
4462,61.2,25.7,25.7,24.9,95.14,2
4463,25.8,25,25,24,94.18,2
4464,21.3,25.2,25.2,24.8,97.65,2
4465,10.7,25,25,25,99.97,2
4466,10.7,25.1,25.1,24.2,94.83,2
4467,9.9,25.2,25.2,24.2,94.18,2
4468,8.2,25,25,24,94.19,2
4469,8.7,25,25,24,94.19,2
4470,11.5,24.9,24.9,24,94.83,2
4471,9,25,25,24,94.19,2
4472,21.5,25,25,24,94.2,2
4473,56.4,25.1,25.1,24,93.88,2
4474,91.4,26,26,24.2,89.67,2
4475,128.4,27.3,31.2,24.9,86.77,1
4476,130,29.8,35.6,24.8,74.57,1
4477,134.8,31.1,37.6,24.8,69.32,1
4478,144.5,31,37.8,25,70.46,1
4479,130.4,30.2,36.7,25.2,74.6,1
4480,145.5,31,37.8,25,70.44,1
4481,123.2,31,37.8,25,70.48,1
4482,92.1,24.7,24.7,24.1,96.09,2
4483,84.5,23,23,22,94.08,2
4484,79,24,24,23.8,98.58,2
4485,67.5,24.1,24.1,23.8,98.27,2
4486,57,24,24,23.9,99.94,2
4487,31.1,25,25,23.9,94.16,2
4488,26.1,24.8,24.8,23.9,94.82,2
4489,21.3,25,25,24,94.17,2
4490,15.6,25,25,23.9,93.54,2
4491,19.9,25,25,23.9,93.55,2
4492,22.4,25,25,24,94.19,2
4493,18.1,25,25,24,94.19,2
4494,16.1,24.8,24.8,24.1,95.79,2
4495,16.7,25,25,24,94.19,2
4496,23.9,25,25,24,94.19,2
4497,57,25.1,25.1,24.1,94.19,2
4498,108.1,27,30.6,25,88.86,1
4499,138.8,28.1,32.2,24.2,79.47,1
4500,150.2,30,34.3,23.2,66.88,1
4501,140.9,31,37.8,25,70.46,1
4502,132.1,31,39.1,26,74.73,1
4503,114.6,24.1,24.1,24.1,99.78,2
4504,118.8,25,25,24.8,98.45,2
4505,95.5,25,25,25,99.81,2
4506,80.5,25.2,25.2,25,98.8,2
4507,75.7,26,26,25,94.16,2
4508,67,26,26,25,94.18,2
4509,57.2,25.9,25.9,24.1,89.66,2
4510,53.5,25,25,23,88.68,2
4511,24,25,25,23,88.68,2
4512,24.7,25,25,23,88.68,2
4513,24.1,25,25,23.9,93.53,2
4514,14,25,25,23.9,93.54,2
4515,15.7,24.8,24.8,23.9,94.81,2
4516,19.7,25,25,24,94.17,2
4517,17,24.7,24.7,23.9,95.12,2
4518,14.1,24.1,24.1,23.7,97.95,2
4519,13.8,24,24,23,94.15,2
4520,15.2,24,24,23,94.15,2
4521,29.3,24.9,24.9,23.8,93.53,2
4522,50.2,27,30.2,24.2,84.54,1
4523,59.8,28,32.6,24.9,83.18,1
4524,49.6,29,34.4,24.9,78.49,1
4525,72.6,30,36.2,25,74.59,1
4526,62.3,29,34.6,25,78.98,1
4527,74.2,30.1,36.4,25.1,74.58,1
4528,83.2,31,37.8,25.1,70.71,1
4529,82.7,30,35.1,24,70.39,1
4530,73.4,30.8,37.3,24.9,70.95,1
4531,69.6,30,35.1,24,70.31,1
4532,58.5,29,34.6,25,79.06,1
4533,48.4,27.9,32.4,24.9,83.76,1
4534,34.8,27.1,30.6,24.8,87.32,1
4535,16.4,27.3,30.7,24.1,82.58,1
4536,18.6,27.1,30.2,24,83.4,1
4537,18.5,26.8,29.6,23.9,84.23,1
4538,18.4,26.1,26.1,24.1,88.76,1
4539,18.5,26,26,24.2,89.66,2
4540,18.9,26,26,24,88.76,2
4541,18.8,25,25,24,94.17,2
4542,18.8,24.9,24.9,23.9,94.16,2
4543,16.7,25,25,24,94.14,2
4544,14.5,25,25,24,94.17,2
4545,23.4,24.7,24.7,24,95.77,2
4546,33.7,24.8,24.8,23.9,94.8,2
4547,48.1,25,25,24,94.15,2
4548,59.1,25.8,25.8,24,89.88,2
4549,62.4,27.8,31.5,23.9,79.39,1
4550,66.2,29.1,33.7,24.1,74.46,1
4551,67.1,30.1,36,24.7,73.1,1
4552,73,30,36.2,25,74.55,1
4553,80.9,31,36.6,24,66.36,1
4554,77.8,32,37.8,23.9,62.29,1
4555,64.2,31,36.6,24,66.38,1
4556,61.4,30,36.2,25,74.59,1
4557,62.2,28,32.6,24.9,83.17,1
4558,53.7,27,30.6,25,88.79,1
4559,23.3,26.8,30.1,24.9,89.39,1
4560,20.1,26.8,30,24.7,88.48,1
4561,14.8,26.8,30.1,25,90,1
4562,14.4,26.8,30,24.8,88.81,1
4563,12.7,26.1,26.1,24.9,93.25,1
4564,9.4,26,26,24.2,89.66,2
4565,9,22.8,22.8,22.2,96.34,2
4566,11.4,22.9,22.9,22.8,99.27,2
4567,12.1,23.1,23.1,22.9,98.94,2
4568,27.6,23,23,23,99.96,2
4569,67.7,24,24,23.7,98.29,2
4570,100,26,26,24.2,89.63,2
4571,114.3,27.7,32.1,24.9,84.56,1
4572,137.5,29.1,34.4,24.7,77.45,1
4573,154.1,30.1,35.2,24,70.03,1
4574,156.9,30.8,36.1,23.9,66.77,1
4575,159,31.3,35.9,23.1,61.71,1
4576,154.3,31,35.5,23,62.48,1
4577,145.2,31.1,36.6,24,66.13,1
4578,117.1,32,39.2,25,66.54,1
4579,97.8,31.7,37.6,24.1,63.9,1
4580,76.7,31,36.6,24,66.33,1
4581,64.3,28.7,34,24.9,79.76,1
4582,57.3,28,32.5,24.8,82.6,1
4583,32.9,27,30.6,25,88.77,1
4584,25.9,26.9,30.4,25,89.38,1
4585,24.5,25.3,25.3,24.7,96.64,2
4586,21.2,25,25,24,94.19,2
4587,15.6,24,24,23.2,95.09,2
4588,14.5,24,24,23,94.12,2
4589,15.5,24,24,23,94.12,2
4590,14.8,24,24,23.1,94.44,2
4591,14.4,24,24,23,94.12,2
4592,19.4,24,24,23,94.12,2
4593,60.5,24.8,24.8,23.2,90.8,2
4594,95.8,25.8,25.8,23.8,88.7,2
4595,116.9,27.7,31.5,24.1,80.48,1
4596,102.2,29.1,33.8,24.2,75.04,1
4597,108.6,30,35.1,24,70.33,1
4598,125.8,30.3,35.7,24.2,69.87,1
4599,131.6,31.1,36.8,24.2,66.82,1
4600,130.5,29.8,35.7,24.9,75,1
4601,131.7,31.1,38.8,25.7,73.22,1
4602,117.9,30.1,36.2,24.9,73.79,1
4603,92.1,29.3,34.2,24.2,73.99,1
4604,67.2,28.8,33.4,24.2,76.22,1
4605,69.1,28,32,24.1,79.18,1
4606,54.3,28,32,24,78.9,1
4607,27.7,27,30.1,24,83.68,1
4608,18.3,26.2,26.2,24.7,91.73,1
4609,11.8,26.8,29.7,24,84.84,1
4610,13,27,30.1,24,83.72,1
4611,13.9,26.1,26.1,23.2,84.19,1
4612,14.4,26,26,23,83.61,2
4613,17.1,26,26,23.8,87.58,2
4614,14.4,26.1,26.1,23.9,87.89,1
4615,16.8,26,26,24,88.78,2
4616,26.6,25.8,25.8,24,89.96,2
4617,64.7,26.1,26.1,24.2,89.38,1
4618,111.7,27.1,30.7,24.9,87.93,1
4619,89.7,23,23,23,99.86,2
4620,95.2,24,24,23.7,98.21,2
4621,99,25.1,25.1,24.8,98.22,2
4622,100.1,26.1,26.1,24.9,93.14,1
4623,115.8,28.8,35,25.8,83.78,1
4624,115.2,31,37.8,25,70.46,1
4625,127,31,37.7,25,70.55,1
4626,121.9,31,37.8,25,70.33,1
4627,92.3,30.3,36.5,24.9,73.02,1
4628,73.1,29.3,35.2,25.2,78.62,1
4629,58.8,28,32.5,24.8,82.7,1
4630,30.3,27.1,30.2,24.1,83.73,1
4631,25.1,27,29.6,23,78.85,1
4632,16.9,26.8,29.3,23.2,80.72,1
4633,11.7,26.1,26.1,24,88.49,1
4634,12.4,26,26,24,88.78,2
4635,14.5,25.8,25.8,24.1,90.28,2
4636,13.3,26,26,24,88.78,2
4637,12.5,25,25,24,94.19,2
4638,11,25.7,25.7,23.7,88.76,2
4639,11.4,26,26,24,88.78,2
4640,18.9,25,25,23.2,89.62,2
4641,54.9,24.1,24.1,22.9,93.17,2
4642,98.4,24.8,24.8,22.9,89.25,2
4643,107.5,27.1,30.1,23.7,81.96,1
4644,116,29.3,33.8,23.8,72.26,1
4645,131.7,30.1,35.3,24.1,70.27,1
4646,136.6,30.8,36.3,24.1,67.46,1
4647,137.1,31,37.4,24.7,69.25,1
4648,139.9,32,39.2,25,66.6,1
4649,140.1,31.3,36.8,23.9,64.86,1
4650,124.6,31,36.4,23.9,65.93,1
4651,93.9,29.1,34.4,24.8,77.73,1
4652,76.3,29,34.4,25,79.03,1
4653,72.8,28.1,32.7,24.9,82.92,1
4654,70,28,32,24.1,79.17,1
4655,38,28,32,24,78.92,1
4656,34.6,27.1,30.3,24.2,84.24,1
4657,38,27,30.1,24,83.66,1
4658,32.6,27,30.2,24.2,84.53,1
4659,30.9,26.8,29.7,24.2,85.66,1
4660,28.9,26,26,24,88.74,2
4661,25.5,24,24,22,88.6,2
4662,20.4,22.8,22.8,21.9,94.72,2
4663,20,23,23,22,94.08,2
4664,31.9,23,23,22.7,98.25,2
4665,66.8,23.8,23.8,23.1,95.71,2
4666,88,25,25,24,94.17,2
4667,104.4,25.3,25.3,23.9,91.95,2
4668,119.3,26.8,29.6,23.9,84.2,1
4669,112.5,27.3,31.3,25,87.35,1
4670,108.2,29,34.5,25,79.08,1
4671,109.6,28.8,31.7,22,66.88,1
4672,107.8,29,32,22,66,1
4673,124.3,29,32.7,23,70.19,1
4674,115.6,28.1,32.2,24.2,79.46,1
4675,96,27.8,31.5,23.9,79.42,1
4676,66.8,26.8,29.2,22.9,79.28,1
4677,50.5,26.1,26.1,22.7,81.85,1
4678,48.2,26,26,23,83.54,2
4679,30.1,25.3,25.3,22.8,86,2
4680,22.7,25,25,23.2,89.55,2
4681,27.8,25.8,25.8,22.7,83.27,2
4682,26.3,25,25,23,88.68,2
4683,21.9,24.1,24.1,23,93.8,2
4684,23,24,24,23,94.12,2
4685,22.9,24,24,23,94.12,2
4686,20,23.8,23.8,22.2,90.74,2
4687,20.9,24,24,23,94.12,2
4688,23.3,24,24,23,94.12,2
4689,42.8,24.3,24.3,22.8,91.3,2
4690,66.7,27.1,29.7,22.9,78.01,1
4691,73.3,28.3,32.2,23.7,76.29,1
4692,76,30.7,35.1,23,63.52,1
4693,93,31.7,36.2,22.8,59.18,1
4694,84.6,32.3,36.9,22.8,57.3,1
4695,96,31.3,37,24.1,65.49,1
4696,88.1,32,39.4,25.2,67.2,1
4697,91.3,32.1,38.9,24.7,65.18,1
4698,79.1,32,37.9,24,62.62,1
4699,61.6,31.3,37,24,65.44,1
4700,62.2,30,36.2,25,74.51,1
4701,53.3,28.1,32.6,24.8,82.31,1
4702,40,27,30.1,24,83.63,1
4703,28.2,26,26,24,88.71,2
4704,27.6,24.9,24.9,23.2,90.17,2
4705,34.1,24,24,23,94.1,2
4706,25.7,24,24,23,94.12,2
4707,28.1,24.9,24.9,23.2,90.19,2
4708,25.7,25,25,23,88.68,2
4709,21.2,25,25,23,88.66,2
4710,21.7,24.8,24.8,22.8,88.64,2
4711,17.3,25,25,23,88.66,2
4712,20.3,25,25,23,88.66,2
4713,28,25.1,25.1,22.7,86.89,2
4714,44.5,28,31.3,23,74.34,1
4715,67.1,29,33.6,24,74.47,1
4716,73.7,31,36.4,23.9,65.89,1
4717,74.3,31.8,37.3,23.7,62.42,1
4718,75.2,32,37.9,24,62.68,1
4719,87.6,32.8,39.2,24.2,60.62,1
4720,98.3,32,39.2,25,66.53,1
4721,95.2,32,40.7,26,70.56,1
4722,93.4,31.7,38.8,25,67.58,1
4723,85.1,31.8,37.6,24,63.49,1
4724,76.1,30,36,24.8,73.57,1
4725,59.4,28.1,32.8,25,83.44,1
4726,51.3,27.1,30.9,25.2,89.37,1
4727,33,27,30.6,24.9,88.18,1
4728,21.5,26.8,30,24.8,88.77,1
4729,30.4,27.1,30.3,24.2,84.23,1
4730,22.7,26.8,30,24.8,88.79,1
4731,21.6,26.7,29.6,24.2,85.92,1
4732,23,26.3,26.3,24,87.25,1
4733,19.8,27,29.6,23,78.78,1
4734,22.4,26,26,23.9,88.12,2
4735,19.7,26,26,24,88.74,2
4736,29.9,26,26,24,88.74,2
4737,76.5,26,26,23.9,88.15,2
4738,94.9,28.7,33.2,24.1,75.95,1
4739,108.9,29.7,35.8,25.1,76.07,1
4740,108.9,30.1,37.2,25.7,77.58,1
4741,116.4,30.8,39,26.2,76.46,1
4742,101.2,31.3,38.3,25.1,69.53,1
4743,148,31.7,38.9,25.1,67.85,1
4744,180.4,32.8,40.3,25,63.75,1
4745,166.7,32,37.8,23.9,62.38,1
4746,131.8,31,36.6,24.1,66.69,1
4747,108.2,30,36.2,25,74.67,1
4748,78,29.1,34.8,25.2,79.64,1
4749,66.4,28.1,32.9,25.1,83.8,1
4750,56.9,28,32.8,25.1,84.09,1
4751,35.7,28,32.7,25,83.81,1
4752,33.8,27.9,32.5,25,84.36,1
4753,27,28,32.7,25,83.81,1
4754,24.3,27,30.1,24,83.7,1
4755,24.8,26,26,24,88.77,2
4756,23.3,25,25,23,88.69,2
4757,22.8,24.1,24.1,23.8,98.27,2
4758,20.3,24.8,24.8,23.9,94.8,2
4759,17.5,24.8,24.8,24,95.44,2
4760,26.1,25,25,24,94.17,2
4761,78.1,24.8,24.8,23.7,93.84,2
4762,100.4,25.8,25.8,23.9,89.31,2
4763,108.3,27,30,23.7,82.25,1
4764,105.1,28.1,32.1,24.1,78.91,1
4765,111.1,29,33.6,24,74.45,1
4766,121.6,30,35.1,24,70.29,1
4767,138,30.3,35.7,24.2,69.87,1
4768,155.6,31,36.6,24,66.38,1
4769,161,32,39.2,25,66.58,1
4770,121.7,31,37.8,25.1,70.69,1
4771,105.8,30.1,36.3,25,74.35,1
4772,105.6,29,35.6,26,83.83,1
4773,81,28.2,32.8,24.7,81.52,1
4774,60.6,28,32.7,25,83.77,1
4775,36.5,27.1,30.7,24.9,87.93,1
4776,26.8,25.3,25.3,24.9,97.58,2
4777,18.4,25.8,25.8,25.1,95.74,2
4778,18.2,25.8,25.8,24.9,94.81,2
4779,16.6,25,25,23.9,93.51,2
4780,17.6,25,25,24,94.17,2
4781,16.1,25,25,24,94.19,2
4782,14.2,24.8,24.8,23.8,94.16,2
4783,16,25,25,24,94.14,2
4784,31.4,25,25,24,94.17,2
4785,41.7,25.1,25.1,24.1,94.17,2
4786,51.6,26.3,26.3,24.8,91.42,1
4787,71.8,27.1,30.7,24.9,87.96,1
4788,79.7,28.3,33,24.8,81.35,1
4789,78.3,29,33.6,24,74.52,1
4790,78.1,29,33.6,24,74.47,1
4791,83.3,30.7,37,24.7,70.42,1
4792,81.9,30.1,35.4,24.2,70.8,1
4793,71.5,30.3,36.5,24.9,73.01,1
4794,67.4,29.3,35,25,77.84,1
4795,62.3,28.3,33.1,24.9,81.91,1
4796,58.1,26.1,26.1,24.1,88.79,1
4797,57,26.7,29.9,24.8,89.12,1
4798,53.7,26,26,25,94.23,2
4799,33.2,26.1,26.1,24.9,93.27,1
4800,25.2,25.8,25.8,24.2,90.89,2
4801,18.4,25.1,25.1,24.1,94.19,2
4802,14.7,25,25,24,94.19,2
4803,12.6,25.1,25.1,24.1,94.19,2
4804,11.3,23.8,23.8,22.9,94.79,2
4805,11.9,24,24,23,94.15,2
4806,12.7,23.8,23.8,23,95.43,2
4807,12.5,24,24,23,94.15,2
4808,20,24,24,24,99.97,2
4809,35.4,22.9,22.9,22.1,95.08,2
4810,108.7,23,23,22.7,98.27,2
4811,112,24,24,23,94.12,2
4812,110,25.1,25.1,23.9,93.2,2
4813,113.2,25.8,25.8,24,89.9,2
4814,111,26.8,29.3,23.1,80.08,1
4815,111.3,27.8,31.5,23.9,79.41,1
4816,120.3,29,33.6,24,74.47,1
4817,109.3,28.8,33.3,24.1,75.67,1
4818,105.6,28.8,33.1,23.8,74.39,1
4819,84.1,28.3,32.5,24.1,77.85,1
4820,67.4,27.8,31.7,24.2,80.74,1
4821,63.7,27,30.6,25,88.79,1
4822,60.3,27,30.6,25,88.79,1
4823,37.1,26.8,30,24.7,88.47,1
4824,28.1,26.1,26.1,24.8,92.57,1
4825,27.3,26.1,26.1,24.2,89.32,1
4826,18.9,26,26,24,88.74,2
4827,19.8,26,26,24.2,89.65,2
4828,19.4,26,26,25,94.18,2
4829,14.9,25.8,25.8,24.2,90.87,2
4830,17.5,25.7,25.7,24.1,90.56,2
4831,14,26,26,24,88.76,2
4832,15.9,25.8,25.8,24.1,90.24,2
4833,63.2,26.1,26.1,24.2,89.36,1
4834,125.2,28,32.7,25,83.77,1
4835,155,29,34.4,24.9,78.51,1
4836,166.7,30,35.3,24.2,71.01,1
4837,155.5,30.7,35.9,23.8,66.55,1
4838,140,31,35.5,23,62.5,1
4839,103.3,31.8,36.7,23.2,60.42,1
4840,124.4,32,37.9,24,62.68,1
4841,132.3,31,36.6,24,66.35,1
4842,125.9,31.1,35.8,23.2,62.91,1
4843,99.7,30.8,36.3,24.1,67.44,1
4844,76.6,30,36.1,24.9,74.05,1
4845,54.7,28.8,33.4,24.2,76.17,1
4846,51.5,28,32,24,78.86,1
4847,24.2,28,32,24,78.86,1
4848,23.1,27.7,31.3,23.8,79.16,1
4849,23.3,27.7,30.9,23.1,75.82,1
4850,21.8,27,30.1,24,83.68,1
4851,20.8,26.8,29.6,23.9,84.22,1
4852,17.7,27,30.1,24,83.68,1
4853,18.5,27,30.6,25,88.84,1
4854,17.7,27.1,30.7,24.9,87.95,1
4855,18,26,26,25,94.21,2
4856,17.2,26,26,25.1,94.52,2
4857,38.9,26.2,26.2,25.1,93.58,1
4858,56.7,28,33.5,26,88.91,1
4859,46.8,27,30.3,24.2,84.3,1
4860,42.8,26,26,23.2,84.47,2
4861,47,24.3,24.3,23.2,93.52,2
4862,42.3,24.7,24.7,23.9,95.12,2
4863,54.9,26.8,30.1,25,90,1
4864,67.9,29.1,35.4,25.7,82.2,1
4865,72.6,30.3,37.8,25.9,77.37,1
4866,71.9,30.1,37.3,25.8,77.85,1
4867,67.9,30,37.5,26,79.17,1
4868,61.6,29.1,35.8,26.1,83.86,1
