Index,energy,temp,feelslike,dew,humidity,response
97,15.3,24,24,22.1,88.93,2
98,15.6,24,24,22,88.62,2
99,15.9,23.8,23.8,22.8,94.13,2
100,16.5,24,24,23,94.15,2
101,16.7,22.8,22.8,22.1,95.73,2
102,15.7,22.8,22.8,22.1,95.74,2
103,15.1,23,23,22,94.13,2
104,23.9,23,23,23,100,2
105,50.9,23.8,23.8,22.9,94.78,2
106,96.4,25,25,23,88.68,2
107,144,26.8,29.6,23.8,83.65,1
108,163.3,28.8,32.6,23.2,71.79,1
109,173.3,30,34.2,23.1,66.39,1
110,163.8,31.1,36.3,23.7,65.02,1
111,167.3,30.8,36.3,24.1,67.43,1
112,180.4,31.1,37.7,24.9,69.72,1
113,166.2,30.3,36.7,25.1,73.62,1
114,128.7,24.8,24.8,24.2,96.28,2
115,83.9,24.7,24.7,23.8,94.42,2
116,76.1,25.7,25.7,24.1,90.53,2
117,55.4,24.8,24.8,23.1,90.15,2
118,46.6,24,24,24,99.92,2
119,28.5,25,25,24,94.17,2
120,16.1,25,25,23.9,93.54,2
121,16.8,25.1,25.1,23.9,93.23,2
122,15.2,25.1,25.1,23.9,93.24,2
123,11.2,25,25,24.1,94.51,2
124,11.1,24.8,24.8,24,95.47,2
125,14.4,24.8,24.8,23.9,94.82,2
126,15.8,24.8,24.8,23.8,94.18,2
127,13,24.7,24.7,23.8,94.5,2
128,26.4,24,24,23,94.15,2
129,71.1,24.2,24.2,23.9,98.3,2
130,106.7,27,30.1,24,83.7,1
131,131.7,28.8,32.5,23.1,71.29,1
132,138,30.7,35.2,23.1,63.76,1
133,136.7,31.1,36.6,24,66.15,1
134,154.4,31,37.7,25,70.38,1
135,148.3,27.8,32.1,24.8,83.61,1
136,134.9,27,30.7,25,88.67,1
137,135,25.8,25.8,23.1,85.13,2
138,110.8,26.1,26.1,23.8,87.15,1
139,90.6,28,32.7,25,83.72,1
140,79.7,27.8,32.8,25.7,88.52,1
141,59.8,27.1,30.8,25.1,88.79,1
142,43.3,26.7,30,25,90.25,1
143,37.2,25.8,25.8,23.7,88.39,2
144,22.6,25.1,25.1,23.2,89.26,2
145,19.6,25,25,23.1,88.94,2
146,17.9,24.8,24.8,23.1,90.16,2
147,17.7,24.8,24.8,23.1,90.16,2
148,15,24.7,24.7,23,90.17,2
149,16.3,24.1,24.1,23.1,94.12,2
150,15.7,24.1,24.1,23.2,94.76,2
151,14.6,24,24,23,94.12,2
152,17.8,24,24,23.1,94.44,2
153,34.1,24,24,23.1,94.44,2
154,47.3,24.8,24.8,23.9,94.77,2
155,62.1,26,26,24,88.69,2
156,66.9,28,31.9,23.9,78.34,1
157,82.6,29.8,33.7,22.9,66.58,1
158,94.6,29.8,34.5,23.7,69.96,1
159,102.5,29.8,34.7,23.9,70.66,1
160,105.1,30,36.2,25,74.53,1
161,105.1,27.3,31.8,25.7,91,1
162,82.5,28.8,34,24.9,79.49,1
163,53.1,27.8,32.1,24.7,83.43,1
164,50.7,27.1,30.3,24.1,83.65,1
165,33.8,27,30.1,24.1,83.94,1
166,35.5,27,30.1,24,83.68,1
167,27.8,27,30.6,25,88.81,1
168,15.8,26.2,26.2,24.1,88.15,1
169,15.2,26,26,24,88.74,2
170,17.5,25,25,24,94.14,2
171,13.1,25.1,25.1,23.9,93.19,2
172,10.3,24,24,24,99.92,2
173,13.5,25,25,24,94.17,2
174,14.7,24.8,24.8,23.8,94.16,2
175,13.5,25,25,23,88.68,2
176,18.4,24.1,24.1,23.2,94.79,2
177,41.5,24.1,24.1,23.1,94.13,2
178,52.4,24.8,24.8,23.2,90.8,2
179,82.4,25.7,25.7,24.1,90.52,2
180,93.1,26.7,29.6,24,85.03,1
181,92,27,29.7,23,78.72,1
182,109.2,29,33.6,24,74.43,1
183,115.7,29.8,35.5,24.7,74.28,1
184,123.4,30.7,36,23.9,66.98,1
185,117.6,31,37.7,25,70.46,1
186,88.1,30.1,35,23.8,69.14,1
187,75.2,29,33.6,24,74.47,1
188,72.5,28,32,24,78.92,1
189,60.3,26.7,29.6,24,85.06,1
190,53.5,26.7,29.6,24.2,85.93,1
191,43.6,26.7,29.6,24.2,85.92,1
192,29.5,26.1,26.1,24.7,92.28,1
193,23.3,26,26,24,88.74,2
194,23.8,25,25,24,94.14,2
195,24.3,25.1,25.1,24.1,94.14,2
196,20.1,25,25,24,94.14,2
197,20.2,25.1,25.1,23.9,93.21,2
198,22.8,24.7,24.7,23.8,94.47,2
199,18.9,24.8,24.8,23.7,93.84,2
200,34.1,24.1,24.1,23.2,94.79,2
201,71.3,24.8,24.8,23.7,93.84,2
202,161.3,26.8,29.7,24.1,85.08,1
203,187.1,28.1,32,23.9,78.1,1
204,199.5,29.8,35.5,24.7,74.3,1
205,189.9,30.8,36.3,24.1,67.42,1
206,183.7,31,36.6,24,66.33,1
207,185,31,36.4,23.9,65.88,1
208,204.7,31.8,37.5,23.9,63.07,2
209,192.4,32,37,23.2,59.67,1
210,153.5,30.8,36.3,24.1,67.45,1
211,100.8,29.8,35,24.2,71.94,1
212,85.1,28.8,33.9,24.8,79,1
213,70.3,27.3,31.3,25,87.33,1
214,61.7,27,30.6,25,88.79,1
215,42.8,27.1,30.7,24.9,87.92,1
216,29.4,27,30.6,24.9,88.2,1
217,16,27,30.6,25,88.79,1
218,16.8,26.8,30,24.7,88.48,1
219,18.3,26.2,26.2,24.2,88.75,1
220,19.2,25.7,25.7,24.1,90.53,2
221,20.5,25,25,24,94.14,2
222,19.8,24.8,24.8,24,95.44,2
223,20.4,24.7,24.7,23.8,94.47,2
224,32.5,24.8,24.8,23.9,94.8,2
225,85,25.1,25.1,24.1,94.17,2
226,141.6,26.3,26.3,24.8,91.39,1
227,155.2,27,30.6,25,88.79,1
228,147,28.7,33.8,24.7,79.02,1
229,133.1,29.8,35.6,24.8,74.67,1
230,115.2,27.1,30.3,24.2,84.28,1
231,129.3,26.1,26.1,24.7,92.33,1
232,152.4,28.1,32.8,25,83.51,1
233,165,30,35.1,24,70.33,1
234,136.1,29.8,35.7,24.9,75.04,1
235,116.9,29,33.6,24,74.42,1
236,95.4,28,32,24.1,79.18,1
237,59.9,26.8,29.7,24.2,85.65,1
238,43.5,26.8,29.7,24.2,85.66,1
239,31,26,26,24,88.74,2
240,20.9,26.1,26.1,24.2,89.34,1
241,22.1,26,26,24,88.76,2
242,21.7,25.8,25.8,24.1,90.25,2
243,20,25.7,25.7,24.1,90.56,2
244,19.4,25.1,25.1,23.9,93.24,2
245,17.3,25,25,24,94.19,2
246,17.3,24.2,24.2,23.8,97.61,2
247,15.3,24,24,24,99.94,2
248,24.8,24.3,24.3,23.7,96.64,2
249,65.7,24.2,24.2,23.7,97.29,2
250,108,25,25,23,88.7,2
251,133.9,25.7,25.7,23.2,85.89,2
252,136.2,26.8,29.3,23.2,80.69,1
253,147,28,31.9,24,78.96,1
254,108.7,30,34.3,23.2,66.9,1
255,165.5,31.2,35.9,23.2,62.57,1
256,177.4,29.8,34.9,24.1,71.38,1
257,183.3,30.1,35.3,24.1,70.3,1
258,159.4,28.7,32.9,23.7,74.41,1
259,127,28,31.3,23.1,74.56,1
260,95.9,27.7,31.4,23.9,79.69,1
261,73.5,26.9,29.8,23.9,83.65,1
262,46.2,26.1,26.1,24.1,88.74,1
263,26.9,26,26,24,88.74,2
264,19.6,26,26,23.9,88.14,2
265,15.7,26,26,24,88.76,2
266,15.9,26,26,24,88.76,2
267,17.1,25.2,25.2,24,93.22,2
268,15.9,25.1,25.1,23.8,92.59,2
269,14.9,24.8,24.8,23.8,94.16,2
270,15.4,25.1,25.1,23.2,89.31,2
271,13,25,25,23,88.7,2
272,25,24,24,23,94.15,2
273,56.3,24.2,24.2,23.2,94.16,2
274,114.7,26.1,26.1,23.8,87.26,1
275,159.2,28.1,31.4,23,74.08,1
276,161.9,29.3,33.9,23.9,72.74,1
277,161.3,30,36.2,25,74.57,1
278,175,30.8,36,23.8,66.3,1
279,187.1,31.7,38.4,24.7,66.49,1
280,169.8,32,37.8,23.9,62.27,1
281,160.7,31,35.5,23,62.48,1
282,146.4,31.1,36.4,23.8,65.23,1
283,123.7,29.7,34.7,24,71.38,1
284,93.9,29,33.6,24,74.43,1
285,59.5,27.1,30.3,24.1,83.64,1
286,54.4,26.7,29.9,24.8,89.07,1
287,39.1,26,26,25,94.16,2
288,27.6,26.1,26.1,24.8,92.59,1
289,25.4,26,26,25,94.18,2
290,24,26,26,24.2,89.64,2
291,26.3,26.7,29.5,23.9,84.52,1
292,25.6,26,26,24,88.76,2
293,27.2,25.8,25.8,23.8,88.74,2
294,21.7,25.3,25.3,23.8,91.37,2
295,18.2,25,25,23,88.66,2
296,26,24.1,24.1,22.9,93.15,2
297,51.6,24.7,24.7,22.9,89.54,2
298,90.1,26,26,23.1,83.83,2
299,147.1,27.1,30.1,23.7,81.97,1
300,152.6,28,31.3,23.1,74.54,1
301,141.2,29,33.4,23.8,73.42,1
302,143.6,30,34.3,23.2,66.85,1
303,174.5,30.8,36.1,23.9,66.78,1
304,169.2,31.1,36.4,23.8,65.26,1
305,176.9,32,37.9,24,62.73,1
306,158.9,30.1,37.2,25.7,77.59,1
307,127.6,29,34.6,25,79.02,1
308,95.3,28,32.7,25,83.74,1
309,65.1,27.1,30.7,24.9,87.91,1
310,57.6,26.8,30.2,25.1,90.28,1
311,35.3,26,26,25,94.18,2
312,27,26.2,26.2,24.9,92.62,1
313,35.1,26,26,25,94.21,2
314,32.6,25.3,25.3,24.7,96.64,2
315,31.5,25,25,24.1,94.49,2
316,31.6,25,25,24.1,94.5,2
317,31.2,25,25,24,94.19,2
318,36.9,25,25,24.1,94.49,2
319,27.3,25,25,24,94.17,2
320,28.4,24.8,24.8,23.9,94.8,2
321,51.79,24.9,24.9,24.1,95.13,2
322,64.8,26.8,30,24.8,88.81,1
323,72.06,28.7,33.1,24,75.68,1
324,75.65,29.8,33.9,23.1,67.28,1
325,84.1,30.8,35.4,23.2,63.96,1
326,95.65,31.8,38.6,24.8,66.5,1
327,95.69,31.1,37.7,24.9,69.72,1
328,84.77,31.1,37.8,25,70.21,1
329,88.57,31.1,37.6,24.8,69.27,1
330,82.34,31,36.4,23.9,66,1
331,67.74,29,34.6,25,79.06,1
332,43.28,28,32.7,25,83.74,1
333,34.36,28,32.7,25,83.79,1
334,31.76,27.3,31.1,24.7,85.89,1
335,22.2,27.1,30.2,23.9,82.84,1
336,19.5,27,30.1,24.1,83.96,1
337,18.6,26.8,29.7,24,84.79,1
338,19.2,26,26,24,88.76,2
339,18.8,25.8,25.8,24,89.95,2
340,15.1,26,26,24,88.76,2
341,15.8,25,25,24,94.19,2
342,15.2,24.9,24.9,23.8,93.53,2
343,12.6,25,25,24,94.17,2
344,11.1,24.8,24.8,23.2,90.81,2
345,29.5,25,25,23.2,89.59,2
346,48.2,27,30.1,24.1,83.98,1
347,61.1,28.8,33.4,24.2,76.22,1
348,59.7,27,29.7,23,78.72,1
349,54.5,29.1,33.9,24.2,74.94,1
350,56.5,27,30.6,25,88.81,1
351,54.2,27.1,30.2,23.9,82.8,1
352,63.3,27,30.1,24,83.61,1
353,73.8,29,33.6,24,74.43,1
354,80,29.1,34.6,24.9,78.21,1
355,72,29.8,35,24.2,71.96,1
356,63,28.8,33.4,24.2,76.25,1
357,44.7,27.8,31.5,24,79.97,1
358,38.7,27,30.2,24.2,84.52,1
359,28,26.7,29.6,24.1,85.36,1
360,20.4,26.1,26.1,24.2,89.32,1
361,14.6,26,26,24.2,89.64,2
362,15.8,25.8,25.8,23.9,89.32,2
363,16.9,25.1,25.1,23.9,93.2,2
364,15.3,25,25,23,88.66,2
365,12.3,25,25,23,88.68,2
366,12.1,24.2,24.2,23.1,93.49,2
367,11.1,24.1,24.1,23.1,94.12,2
368,21.3,24,24,23,94.12,2
369,67.5,24.8,24.8,23.7,93.82,2
370,131.2,26,26,24,88.74,2
371,186.7,28,31.9,23.9,78.38,1
372,223,29.3,33.9,23.9,72.73,2
373,219.5,30.8,35.9,23.7,66.06,2
374,202.7,31.1,34.8,22.2,59.22,2
375,221.6,33.1,38.2,23.1,55.82,2
376,204.64,33.1,39.1,23.8,58.25,2
377,134.48,30.1,35.1,23.9,69.52,1
378,124.75,28.9,33.6,24.2,75.66,1
379,83.85,28,31.9,23.9,78.35,1
380,66.17,27.1,29.6,22.8,77.48,1
381,51.6,26.9,29.5,23.1,79.61,1
382,39.9,27,30.1,24,83.69,1
383,22.8,26.8,29.6,23.8,83.67,1
384,17.6,26.8,29.7,24,84.8,1
385,17.1,24.7,24.7,24.1,96.07,2
386,17.5,23.1,23.1,23.1,99.96,2
387,17.9,23.2,23.2,23,98.94,2
388,14.1,23,23,23,99.95,2
389,11.2,22.8,22.8,22.1,95.72,2
390,10.6,22.8,22.8,22.2,96.38,2
391,10.6,23,23,22.8,98.61,2
392,17.4,22.8,22.8,22.1,95.72,2
393,36.47,22.8,22.8,22.1,95.71,2
394,105.51,24.1,24.1,23.8,98.24,2
395,139.9,26,26,23.7,87.18,2
396,141.5,28,31.2,22.9,73.74,1
397,147.7,29.3,32.4,22.1,65.06,1
398,155.1,30.7,34.1,21.9,59.31,1
399,176.2,31.8,35.3,21.8,55.43,1
400,172.1,30,35.2,24,70.34,1
401,170,28,32,24,78.99,1
402,150.3,28.1,32.1,24,78.79,1
403,103.6,29,32.9,23.2,70.73,1
404,83.3,27.8,31,23,75.44,1
405,52.7,25.9,25.9,23.9,88.61,2
406,44.3,25,25,23,88.58,2
407,22.2,25.1,25.1,23.1,88.59,2
408,20.1,25,25,23,88.63,2
409,19.9,24.8,24.8,23.2,90.76,2
410,17.6,25,25,23,88.66,2
411,18.4,24.8,24.8,23,89.83,2
412,19,24,24,23,94.07,2
413,19.7,24,24,23,94.07,2
414,19,23.8,23.8,22.9,94.68,2
415,17.3,24.1,24.1,22.1,88.59,2
416,25.3,24,24,22.1,88.88,2
417,74.1,24,24,21.8,87.39,2
418,113.3,26,26,22,78.64,2
419,158.6,28.1,30.6,21.7,68.5,1
420,161,29.8,32.4,21.2,59.96,1
421,165.3,30.1,32.6,20.9,57.97,1
422,160.9,31.1,33.9,21.2,55.7,1
423,140.6,30.1,33.3,21.9,61.61,1
424,154.7,30.1,33.4,22.1,62.26,1
425,142,30.8,34.1,21.8,58.75,1
426,104.5,31,35.5,23.1,62.72,1
427,94.1,29,32.9,23.2,70.82,1
428,72.3,28.1,31.8,23.7,77.3,1
429,44,24.8,24.8,23.1,90.11,2
430,28.6,25.1,25.1,23.7,92.29,2
431,14.7,24.8,24.8,23.1,90.23,2
432,11.7,24.2,24.2,23.1,93.52,2
433,10,25,25,22.8,87.48,2
434,12.9,25.1,25.1,22.1,83.48,2
435,9.7,24.8,24.8,21.9,84.03,2
436,12,24,24,22,88.62,2
437,14.2,24,24,22,88.62,2
438,12.4,23.1,23.1,22.7,97.93,2
439,11,22.8,22.8,22.1,95.72,2
440,14.9,22.8,22.8,22.1,95.73,2
441,51.1,22.8,22.8,21.9,94.75,2
442,115.8,25.1,25.1,22,83.18,2
443,146.2,26.7,28.8,22.1,75.63,1
444,160.2,29,31.9,21.9,65.52,1
445,153,30,33.2,21.9,61.83,1
446,148.9,30.8,34.2,21.9,59.15,1
447,149.4,32.1,36.7,22.9,58.43,1
448,164.5,31.8,35.7,22.2,56.88,1
449,159.1,31,36.6,24,66.35,1
450,121.2,29.2,33.8,23.9,73.19,1
451,91.7,28.8,32.6,23.2,71.76,1
452,59.5,28,31.9,24,78.9,1
453,62.1,26.7,29.5,23.8,83.89,1
454,33.2,26,26,24,88.71,2
455,17.2,25,25,24,94.17,2
456,17.4,25.3,25.3,24.7,96.67,2
457,15.8,25,25,24,94.19,2
458,13.5,25,25,24,94.19,2
459,9,24.8,24.8,23.9,94.82,2
460,14.2,24,24,23,94.15,2
461,15.7,24,24,23,94.15,2
462,13.9,23.9,23.9,23.1,95.11,2
463,11.5,23.8,23.8,23.1,95.76,2
464,15.6,23.8,23.8,23.1,95.76,2
465,34.42,24.3,24.3,23.7,96.65,2
466,69.89,26,26,23.8,87.57,2
467,89.29,27.8,31.6,24.1,80.24,1
468,87.68,28.3,32.4,23.9,77.09,1
469,104.75,29.3,33.8,23.8,72.23,1
470,101.09,30.1,34,22.7,64.84,1
471,99.77,30.9,35.4,23.1,63.1,1
472,103.9,31.3,35.6,22.8,60.65,1
473,103.9,31.8,36.5,23,59.84,1
474,85.5,32,36.5,22.7,58.09,1
475,51.5,29.1,34.6,25,78.85,1
476,35.9,27.8,31.5,23.9,79.47,1
477,26.2,25.1,25.1,23.9,93.21,2
478,23.7,24.8,24.8,24,95.44,2
479,12.8,24.8,24.8,24.1,95.75,2
480,12.4,24.8,24.8,23.9,94.8,2
481,20.2,24.3,24.3,23.9,97.63,2
482,18.1,25,25,24.2,95.15,2
483,18.7,25,25,24.1,94.51,2
484,16.7,25.1,25.1,24.1,94.19,2
485,17.9,25,25,24,94.19,2
486,17.6,24.7,24.7,23.1,90.51,2
487,16.5,24.1,24.1,23,93.83,2
488,17.1,25,25,22.8,87.5,2
489,21.9,24.8,24.8,23.7,93.87,2
490,31.4,26,26,24,88.78,2
491,37.8,28,31.9,24,78.96,1
492,36,28,31.4,23.1,74.39,1
493,38,28,31.9,24,78.98,1
494,44.2,29.3,34,24,73.34,1
495,44.8,30.2,34.5,23.2,66.32,1
496,45.3,30.3,34.7,23.2,65.84,1
497,40.9,30,34.2,23,66.23,1
498,36.2,27.9,31.1,23.1,75.07,1
499,32.1,27,30.1,24,83.68,1
500,28,27,29.5,22.8,77.74,1
501,25.2,26.7,29.1,23,80.14,1
502,23.3,27,29.6,23,78.82,1
503,15.3,26.1,26.1,22.8,82.19,1
504,16.4,25.8,25.8,23.2,85.6,2
505,15.1,26,26,23,83.61,2
506,18.1,26,26,24,88.78,2
507,15.2,25.7,25.7,23.1,85.31,2
508,15.6,26,26,23,83.61,2
509,18.1,25,25,24,94.17,2
510,15.7,24.8,24.8,23.2,90.81,2
511,15.6,25,25,23,88.68,2
512,14.4,25,25,23,88.7,2
513,22,24.9,24.9,23.7,93.23,2
514,22.4,25.1,25.1,23.8,92.59,2
515,18.5,26.1,26.1,24,88.41,1
516,19,27,30,23.8,82.5,1
517,33.5,27,30.1,24,83.63,1
518,27,27,30.1,24,83.7,1
519,29,27,30.5,24.8,87.65,1
520,26.7,27,30.6,25,88.84,1
521,26.1,26,26,24,88.78,2
522,25.8,26.1,26.1,24.1,88.79,1
523,25.8,26,26,24.1,89.08,2
524,20.4,25.1,25.1,23.2,89.31,2
525,20.8,24.8,24.8,23.7,93.87,2
526,22,24.8,24.8,23.7,93.86,2
527,14.1,24.7,24.7,23.8,94.5,2
528,13.5,24.9,24.9,23.9,94.21,2
529,13,24,24,24,99.97,2
530,14.3,24,24,23,94.15,2
531,13.3,23.9,23.9,23.2,95.77,2
532,13.3,24,24,24,99.97,2
533,13.3,24,24,24,99.97,2
534,13.8,24.1,24.1,23.8,98.3,2
535,12.2,24,24,23.2,95.12,2
536,16,24,24,23,94.15,2
537,24.4,23.8,23.8,23.2,96.42,2
538,27.8,25.3,25.3,23.9,92,2
539,33.6,27.1,30.1,23.8,82.3,1
540,35,28.1,31.8,23.7,77.34,1
541,37.9,29.1,33.6,23.9,73.69,1
542,44.1,29.3,33.2,23.1,69.19,1
543,44.3,29.9,33.9,22.9,66.15,1
544,47.1,29,34.6,25,79.02,1
545,48.8,29,34.6,25,79.02,1
546,38.9,28.8,33.9,24.8,79.07,1
547,26.4,27,30.6,25,88.84,1
548,21.7,25.7,25.7,24.8,94.51,2
549,22.7,25,25,24.2,95.15,2
550,22.3,25.1,25.1,24.7,97.97,2
551,14,25,25,25,99.97,2
552,12.8,25.1,25.1,24.8,98.31,2
553,16.5,24.3,24.3,23.1,92.88,2
554,15.5,24,24,23,94.15,2
555,14.3,24,24,22.9,93.51,2
556,14.1,24,24,23,94.15,2
557,16.2,24,24,23,94.15,2
558,13.8,24,24,23.1,94.47,2
559,11.9,24.1,24.1,23.2,94.8,2
560,15.1,24.3,24.3,23.7,96.65,2
561,17.1,24.7,24.7,23.8,94.5,2
562,22.8,24.8,24.8,23.9,94.82,2
563,40.8,24.8,24.8,23.9,94.81,2
564,42.8,24.8,24.8,23.9,94.82,2
565,46.2,26,26,24,88.76,2
566,45.9,25,25,24,94.19,2
567,44.3,25.1,25.1,23.7,92.3,2
568,42.7,25,25,24,94.17,2
569,41.8,25,25,23,88.68,2
570,32.4,25,25,23.2,89.59,2
571,25.1,24.8,24.8,23.8,94.16,2
572,17.9,24.3,24.3,23.2,93.5,2
573,17.4,24.2,24.2,23.8,97.61,2
574,17.8,24.1,24.1,23.2,94.77,2
575,10.6,24.1,24.1,23,93.84,2
576,12.1,24,24,23.1,94.47,2
577,10.2,24,24,23,94.15,2
578,14.1,23.8,23.8,22.9,94.79,2
579,11.2,23.1,23.1,22.9,98.96,2
580,11.5,23,23,23,99.97,2
581,11.5,23,23,22,94.11,2
582,11.8,23.1,23.1,22.8,98.29,2
583,11.9,23,23,23,99.97,2
584,13.4,23,23,22.8,98.62,2
585,29.5,23.1,23.1,22.9,98.96,2
586,31.6,24,24,23,94.15,2
587,57.1,25.1,25.1,23,88.38,2
588,76.3,26.1,26.1,22.8,82.14,1
589,74.2,27.8,30.3,21.9,70.38,1
590,69.9,28.1,31.2,22.7,72.78,1
591,63.8,28.1,31.4,23,74.04,1
592,74.6,28,31.3,23,74.3,1
593,76,29,32.8,23,70.09,1
594,56.6,27.8,30.8,22.8,74.21,1
595,43.3,28,30.8,22.2,70.63,1
596,30.6,27,29.6,23,78.69,1
597,23.2,26.1,26.1,22.2,79.12,1
598,23.5,25.8,25.8,21.7,78.32,2
599,16.1,26,26,20.8,73,2
600,15.1,25.8,25.8,20.9,74.5,2
601,14.7,25.1,25.1,20.9,77.74,2
602,16.5,25.7,25.7,20.8,74.24,2
603,9.6,24.8,24.8,22.1,84.9,2
604,9.9,24,24,22,88.6,2
605,11,24,24,22,88.62,2
606,11,23.8,23.8,21.7,88.29,2
607,8.7,24,24,21,83.36,2
608,12.2,23,23,21,88.54,2
609,22.1,23.1,23.1,21.8,92.5,2
610,46.6,24.8,24.8,22.2,85.48,2
611,65,27,28.8,20.9,69.29,1
612,74.6,28.1,30.2,21.1,65.8,1
613,71.7,29,31.4,21,62.04,1
614,69.1,29.8,32.3,21.1,59.54,1
615,76.4,30.8,34.1,21.8,58.74,1
616,82.5,31,34.6,22,58.78,1
617,83.6,30.8,34.4,22.2,60.17,1
618,70.4,30.8,34.3,22.1,59.76,1
619,60.4,28.8,32.4,22.9,70.49,1
620,35.8,28,31.2,22.9,73.77,1
621,25.6,26.7,29.5,23.8,83.89,1
622,26.2,25.3,25.3,23.7,90.99,2
623,16.8,25,25,23,88.63,2
624,15.1,25.3,25.3,21.9,81.51,2
625,15.2,25.1,25.1,22,83.18,2
626,13.9,25.1,25.1,21.8,82.05,2
627,12.6,24.7,24.7,22,84.89,2
628,13.3,24,24,22,88.6,2
629,14,24,24,22,88.6,2
630,13.2,24,24,22,88.6,2
631,12.4,24,24,22,88.62,2
632,17.2,23.8,23.8,22.2,90.74,2
633,46.3,23.9,23.9,22.1,89.51,2
634,67.4,25,25,22.8,87.48,2
635,93.3,27.1,29.8,23.1,78.79,1
636,92.9,28.7,32.5,23.2,72,1
637,99.2,29.1,33.5,23.8,73.17,1
638,94.9,30,35.3,24.2,70.95,1
639,91.7,30.1,36,24.7,73.03,1
640,93.1,29,34.6,25,78.93,1
641,81.5,26,26,23,83.45,2
642,69.8,26.1,26.1,23.8,87.14,1
643,55.2,26.8,29.3,23.2,80.62,1
644,46.5,26,26,23,83.52,2
645,29.3,25.7,25.7,23.2,85.82,2
646,30.4,25,25,23,88.66,2
647,20.6,25.1,25.1,23.1,88.64,2
648,17,25.8,25.8,22.9,84.1,2
649,20.4,26,26,23,83.57,2
650,21.1,25.1,25.1,22.9,87.76,2
651,18.5,24.8,24.8,22.9,89.23,2
652,19.6,24.8,24.8,22.8,88.65,2
653,18.6,24.3,24.3,22.9,91.89,2
654,17.9,24.2,24.2,22.7,91.57,2
655,16.7,25,25,23,88.66,2
656,17.3,24.7,24.7,22.8,88.96,2
657,24.2,23.9,23.9,22,89.21,2
